"","Expression","CellName","Sample","Tissue","nUMI","nGene","Sub_Cluster","CancerType","Global_Cluster","Global_UMAP_1","Global_UMAP_2","IGSF8","KIR3DL2","CD274"
"200375717489950-GSM3148589_BC01_NORMAL3_counts.csv",0,"200375717489950-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",670.94042693,563,"Macro_CX3CR1","BRCA","Macro",-5.525302,3.8892891,0,0,0
"204359299971996-GSM3148589_BC01_NORMAL3_counts.csv",0,"204359299971996-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",653.288883580001,514,"Macro_CX3CR1","BRCA","Macro",-6.1523476,5.1445994,0,0,0
"226419331446709-GSM3148589_BC01_NORMAL3_counts.csv",0,"226419331446709-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",776.588843840006,861,"Macro_CX3CR1","BRCA","Macro",-5.4278116,4.066648,0,0,0
"226419331483893-GSM3148589_BC01_NORMAL3_counts.csv",0,"226419331483893-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",854.163596154996,1374,"Macro_CX3CR1","BRCA","Macro",-5.273686,4.5834336,0,0,0
"227846730435445-GSM3148589_BC01_NORMAL3_counts.csv",0,"227846730435445-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",661.123937970004,486,"Macro_CX3CR1","BRCA","Macro",-6.3690224,4.070963,0,0,0
"240625064267038-GSM3148589_BC01_NORMAL3_counts.csv",0,"240625064267038-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",559.520025729998,346,"Macro_C1QC","BRCA","Macro",-3.046529,4.2627974,0,0,0
"1039978891992427-GSM3148589_BC01_NORMAL3_counts.csv",0,"1039978891992427-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",632.188289060002,496,"Macro_CX3CR1","BRCA","Macro",-4.7806153,2.7565565,0,0,0
"1076254202850035-GSM3148589_BC01_NORMAL3_counts.csv",0,"1076254202850035-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",712.278314708002,905,"Macro_CX3CR1","BRCA","Macro",-5.025055,2.5211499,0,0,0
"1084931884891444-GSM3148589_BC01_NORMAL3_counts.csv",0,"1084931884891444-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",798.705447416001,934,"Macro_CX3CR1","BRCA","Macro",-6.1539836,4.0962763,0,0,0
"1321454843845981-GSM3148589_BC01_NORMAL3_counts.csv",0,"1321454843845981-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",533.655271389999,320,"Macro_CX3CR1","BRCA","Macro",-6.0204177,5.030638,0,0,0
"1528723254988022-GSM3148589_BC01_NORMAL3_counts.csv",0,"1528723254988022-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",651.923977829997,527,"Macro_CX3CR1","BRCA","Macro",-5.320616,3.4024477,0,0,0
"1528723257575276-GSM3148589_BC01_NORMAL3_counts.csv",0,"1528723257575276-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",489.962476199999,282,"Macro_CX3CR1","BRCA","Macro",-4.766881,4.9778876,0,0,0
"1573097921530206-GSM3148589_BC01_NORMAL3_counts.csv",0,"1573097921530206-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",520.579630810001,318,"Macro_CX3CR1","BRCA","Macro",-5.9608417,3.4423122,0,0,0
"1823922766436187-GSM3148589_BC01_NORMAL3_counts.csv",0,"1823922766436187-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",789.449815879992,1053,"Macro_CX3CR1","BRCA","Macro",-5.8557053,3.292051,0,0,0
"1850330492554587-GSM3148589_BC01_NORMAL3_counts.csv",0,"1850330492554587-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",437.68405636,235,"Macro_CX3CR1","BRCA","Macro",-4.196335,6.1709676,0,0,0
"1854176681938157-GSM3148589_BC01_NORMAL3_counts.csv",0,"1854176681938157-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",799.281420059004,1006,"Macro_CX3CR1","BRCA","Macro",-6.0430636,3.6238265,0,0,0
"1854176684062643-GSM3148589_BC01_NORMAL3_counts.csv",0,"1854176684062643-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",597.57894734,407,"Macro_CX3CR1","BRCA","Macro",-5.8594503,4.6549797,0,0,0
"1854642689563995-GSM3148589_BC01_NORMAL3_counts.csv",0,"1854642689563995-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",453.669090329999,250,"Macro_C1QC","BRCA","Macro",-3.2206225,3.292067,0,0,0
"7800312177056998-GSM3148589_BC01_NORMAL3_counts.csv",0,"7800312177056998-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",660.927453389999,600,"Macro_CX3CR1","BRCA","Macro",-5.686372,4.2033257,0,0,0
"8016862180437213-GSM3148589_BC01_NORMAL3_counts.csv",0,"8016862180437213-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",783.034164871999,912,"Macro_CX3CR1","BRCA","Macro",-6.43645,3.769682,0,0,0
"8086801297038691-GSM3148589_BC01_NORMAL3_counts.csv",0,"8086801297038691-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",708.648157459997,651,"Macro_CX3CR1","BRCA","Macro",-5.907214,4.290486,0,0,0
"10892138746337139-GSM3148589_BC01_NORMAL3_counts.csv",0,"10892138746337139-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",535.027479549999,340,"Macro_C1QC","BRCA","Macro",-3.4560995,3.746232,0,0,0
"10923413366557598-GSM3148589_BC01_NORMAL3_counts.csv",0,"10923413366557598-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",520.18989851,332,"Macro_CX3CR1","BRCA","Macro",-5.605263,3.7426531,0,0,0
"12265452506830581-GSM3148589_BC01_NORMAL3_counts.csv",0,"12265452506830581-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",555.382208840001,374,"Macro_CX3CR1","BRCA","Macro",-5.131213,2.8647246,0,0,0
"12511116765584747-GSM3148589_BC01_NORMAL3_counts.csv",0,"12511116765584747-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",637.6244434,531,"Macro_C1QC","BRCA","Macro",-3.275734,3.7013113,0,0,0
"12540871632440115-GSM3148589_BC01_NORMAL3_counts.csv",0,"12540871632440115-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",669.26373792,568,"Macro_CX3CR1","BRCA","Macro",-6.091826,4.540662,0,0,0
"12581409259739421-GSM3148589_BC01_NORMAL3_counts.csv",0,"12581409259739421-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",637.33507108,542,"Macro_CX3CR1","BRCA","Macro",-5.6737533,3.8984056,0,0,0
"12796576482872235-GSM3148589_BC01_NORMAL3_counts.csv",0,"12796576482872235-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",673.310488320001,561,"Macro_CX3CR1","BRCA","Macro",-6.5576315,3.4929087,0,0,0
"12893684616845739-GSM3148589_BC01_NORMAL3_counts.csv",0,"12893684616845739-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",697.116491709996,745,"Macro_CX3CR1","BRCA","Macro",-4.984796,4.324583,0,0,0
"12893684619237277-GSM3148589_BC01_NORMAL3_counts.csv",0,"12893684619237277-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",746.047925970001,721,"Macro_CX3CR1","BRCA","Macro",-6.521995,4.987938,0,0,0
"13073027708184995-GSM3148589_BC01_NORMAL3_counts.csv",0,"13073027708184995-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",792.398221236001,963,"Macro_CX3CR1","BRCA","Macro",-5.72085,4.565162,0,0,0
"14555046692993844-GSM3148589_BC01_NORMAL3_counts.csv",0,"14555046692993844-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",476.245881799999,275,"Macro_C1QC","BRCA","Macro",-3.1081243,2.7706232,0,0,0
"14807023833959149-GSM3148589_BC01_NORMAL3_counts.csv",0,"14807023833959149-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",625.005002859998,470,"Macro_CX3CR1","BRCA","Macro",-5.7216873,4.236117,0,0,0
"14807513470819627-GSM3148589_BC01_NORMAL3_counts.csv",0,"14807513470819627-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",772.889297889998,816,"Macro_CX3CR1","BRCA","Macro",-5.4128246,3.7921076,0,0,0
"15326423940978421-GSM3148589_BC01_NORMAL3_counts.csv",0,"15326423940978421-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",501.37701036,314,"Macro_SPP1","BRCA","Macro",-3.9279282,1.5628904,0,0,0
"62340577843439926-GSM3148589_BC01_NORMAL3_counts.csv",0,"62340577843439926-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",721.721613359999,767,"Macro_CX3CR1","BRCA","Macro",-5.905113,3.313471,0,0,0
"62715281531586926-GSM3148589_BC01_NORMAL3_counts.csv",0,"62715281531586926-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",695.606643459997,592,"Macro_CX3CR1","BRCA","Macro",-5.7917924,4.185129,0,0,0
"64969924614175461-GSM3148589_BC01_NORMAL3_counts.csv",0,"64969924614175461-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",531.31337294,320,"Macro_CX3CR1","BRCA","Macro",-5.831769,4.7377715,0,0,0
"66377222204647155-GSM3148589_BC01_NORMAL3_counts.csv",0,"66377222204647155-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",723.453414587003,803,"Macro_CX3CR1","BRCA","Macro",-5.7475257,4.0953007,0,0,0
"84639558439155627-GSM3148589_BC01_NORMAL3_counts.csv",0,"84639558439155627-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",698.150613300001,683,"Macro_CX3CR1","BRCA","Macro",-6.2610083,3.4021883,0,0,0
"86538624399727963-GSM3148589_BC01_NORMAL3_counts.csv",0,"86538624399727963-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",808.371733567994,1077,"Macro_CX3CR1","BRCA","Macro",-5.8322215,3.8512678,0,0,0
"100406678611704229-GSM3148589_BC01_NORMAL3_counts.csv",0,"100406678611704229-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",585.65926452,487,"Macro_CX3CR1","BRCA","Macro",-5.1662974,2.5396,0,0,0
"104936192993056670-GSM3148589_BC01_NORMAL3_counts.csv",0,"104936192993056670-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",756.527669130004,746,"Macro_CX3CR1","BRCA","Macro",-4.7341557,4.050156,0,0,0
"104936192997276011-GSM3148589_BC01_NORMAL3_counts.csv",0,"104936192997276011-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",704.669348519995,783,"Macro_SPP1","BRCA","Macro",-4.3455925,1.5436218,0,0,0
"118424400371005292-GSM3148589_BC01_NORMAL3_counts.csv",0,"118424400371005292-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",585.753768450001,438,"Macro_CX3CR1","BRCA","Macro",-6.284142,4.5113845,0,0,0
"120887829326871468-GSM3148589_BC01_NORMAL3_counts.csv",0,"120887829326871468-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",788.069509919995,850,"Macro_CX3CR1","BRCA","Macro",-5.5375013,4.9401417,0,0,0
"122848901743459613-GSM3148589_BC01_NORMAL3_counts.csv",0,"122848901743459613-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",660.619376189998,546,"Macro_C1QC","BRCA","Macro",-2.3429294,4.294295,0,0,0
"122848901747063646-GSM3148589_BC01_NORMAL3_counts.csv",0.188760449273714,"122848901747063646-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",827.334676125001,1033,"Mono_CD16","BRCA","Mono",1.2080704,8.353149,0.6798985,0,0
"122848901747141027-GSM3148589_BC01_NORMAL3_counts.csv",0,"122848901747141027-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",949.865920158989,1833,"Mono_CD14","BRCA","Mono",1.7122973,5.344425,0,0,0
"123201074016500061-GSM3148589_BC01_NORMAL3_counts.csv",0,"123201074016500061-GSM3148589_BC01_NORMAL3_counts.csv","BC01","N",605.72670473,463,"Mast_KIT","BRCA","Mast",-4.1086774,-2.7703996,0,0,0
"122430684257189-GSM3148638_BC08_TUMOR1_counts.csv",0,"122430684257189-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",622.917518499998,465,"Macro_CX3CR1","BRCA","Macro",-4.470908,3.7340631,0,0,0
"122430688287460-GSM3148638_BC08_TUMOR1_counts.csv",0,"122430688287460-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",841.869833899985,914,"pDC_LILRA4","BRCA","pDC",-9.871725,7.5452094,0,0,0
"122430690642270-GSM3148638_BC08_TUMOR1_counts.csv",0,"122430690642270-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",624.474350420003,529,"cDC2_CD1C","BRCA","cDC2",-2.9681876,6.043933,0,0,0
"130075865041139-GSM3148638_BC08_TUMOR1_counts.csv",0,"130075865041139-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",760.635996039986,1191,"cDC2_CD1C","BRCA","cDC2",-3.4413362,5.2932615,0,0,0
"130531244535070-GSM3148638_BC08_TUMOR1_counts.csv",0,"130531244535070-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",789.977357190008,822,"Macro_CX3CR1","BRCA","Macro",-4.58015,3.064889,0,0,0
"130531248523510-GSM3148638_BC08_TUMOR1_counts.csv",0,"130531248523510-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",493.670335500001,248,"Macro_CX3CR1","BRCA","Macro",-5.00139,3.7558837,0,0,0
"131088502110574-GSM3148638_BC08_TUMOR1_counts.csv",0,"131088502110574-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",957.40430481001,1669,"Mono_CD14","BRCA","Mono",1.4646757,5.273449,0,0,0
"134607996312349-GSM3148638_BC08_TUMOR1_counts.csv",0,"134607996312349-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",529.813791100003,297,"Macro_SPP1","BRCA","Macro",-0.9068052,2.0070229,0,0,0
"134607996381595-GSM3148638_BC08_TUMOR1_counts.csv",0,"134607996381595-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",565.561869199999,332,"Macro_SPP1","BRCA","Macro",-1.2891052,1.7722476,0,0,0
"135485508475102-GSM3148638_BC08_TUMOR1_counts.csv",0,"135485508475102-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",862.175931779982,1376,"Macro_VCAN","BRCA","Macro",-0.85857445,4.0336704,0,0,0
"161539706735851-GSM3148638_BC08_TUMOR1_counts.csv",0,"161539706735851-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",840.19877102999,1328,"Macro_CX3CR1","BRCA","Macro",-5.24563,3.5876334,0,0,0
"161866285509363-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866285509363-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",840.235736180009,1112,"Macro_CX3CR1","BRCA","Macro",-4.2643924,4.606245,0,0,0
"161866287278893-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866287278893-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",484.479388999999,255,"Macro_SPP1","BRCA","Macro",-4.011956,2.918908,0,0,0
"161866287790509-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866287790509-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",933.444993179977,2061,"Macro_CX3CR1","BRCA","Macro",-4.546961,3.1260579,0,0,0
"161866287802278-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866287802278-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",498.117272100002,254,"Macro_SPP1","BRCA","Macro",-2.0652912,2.460001,0,0,0
"161866287855532-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866287855532-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",525.190683299999,288,"Macro_SPP1","BRCA","Macro",-2.3335485,4.8596473,0,0,0
"161866287900971-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866287900971-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",494.066937700002,254,"Macro_VCAN","BRCA","Macro",-1.2680055,4.1450396,0,0,0
"161866288151787-GSM3148638_BC08_TUMOR1_counts.csv",0.0866872260570455,"161866288151787-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",907.90128509001,1849,"cDC3_LAMP3","BRCA","cDC3",-5.591101,6.8363266,0,0,0.28325713
"161866289461611-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866289461611-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",541.921756999999,313,"cDC3_LAMP3","BRCA","cDC3",-5.5235868,6.581217,0,0,0
"161866289473317-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866289473317-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",831.849277819994,1456,"cDC2_CD1C","BRCA","cDC2",-3.2145097,7.783876,0,0,0
"161866289696099-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866289696099-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",613.084999099998,420,"Macro_SPP1","BRCA","Macro",-3.241587,2.0908022,0,0,0
"161866289895646-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866289895646-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",997.651147779976,2145,"Macro_VCAN","BRCA","Macro",-0.07057295,3.7937615,0,0,0
"161866291570917-GSM3148638_BC08_TUMOR1_counts.csv",0,"161866291570917-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",693.061100240005,584,"cDC2_CD1C","BRCA","cDC2",-3.229029,7.677699,0,0,0
"165180916001131-GSM3148638_BC08_TUMOR1_counts.csv",0,"165180916001131-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",817.994586240008,843,"Macro_CX3CR1","BRCA","Macro",-6.1652145,4.380679,0,0,0
"169649792301357-GSM3148638_BC08_TUMOR1_counts.csv",0,"169649792301357-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",699.400557200007,626,"Macro_CX3CR1","BRCA","Macro",-5.7997866,4.7294064,0,0,0
"169649795943147-GSM3148638_BC08_TUMOR1_counts.csv",0,"169649795943147-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",679.055356479998,619,"Mono_CD16","BRCA","Mono",1.2994827,8.38781,0,0,0
"192856574277998-GSM3148638_BC08_TUMOR1_counts.csv",0,"192856574277998-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",824.043187389999,866,"cDC2_CD1C","BRCA","cDC2",-0.740938,7.122104,0,0,0
"192856576375539-GSM3148638_BC08_TUMOR1_counts.csv",0,"192856576375539-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",950.908944610012,1891,"cDC2_CD1C","BRCA","cDC2",-1.7117889,7.4183083,0,0,0
"199808967928566-GSM3148638_BC08_TUMOR1_counts.csv",0,"199808967928566-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",758.90781484,707,"Macro_C1QC","BRCA","Macro",-2.6346939,3.8567212,0,0,0
"199808970540782-GSM3148638_BC08_TUMOR1_counts.csv",0,"199808970540782-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",686.711943800005,542,"Macro_C1QC","BRCA","Macro",-3.511216,3.8534095,0,0,0
"204359301773228-GSM3148638_BC08_TUMOR1_counts.csv",0,"204359301773228-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",461.191899999999,235,"Mono_CD14","BRCA","Mono",1.6911507,4.1678314,0,0,0
"204359301785829-GSM3148638_BC08_TUMOR1_counts.csv",0,"204359301785829-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",800.561104760003,1075,"cDC2_CD1C","BRCA","cDC2",-2.5591018,6.927546,0,0,0
"204359302012148-GSM3148638_BC08_TUMOR1_counts.csv",0,"204359302012148-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",579.057810199997,355,"cDC2_CD1C","BRCA","cDC2",-3.6152618,7.100654,0,0,0
"226419325233462-GSM3148638_BC08_TUMOR1_counts.csv",0,"226419325233462-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",658.666947,456,"Macro_VCAN","BRCA","Macro",-0.663088,2.1788282,0,0,0
"226419325233516-GSM3148638_BC08_TUMOR1_counts.csv",0,"226419325233516-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",1021.49267920997,2757,"Macro_VCAN","BRCA","Macro",-0.6999615,2.470161,0,0,0
"226419327317878-GSM3148638_BC08_TUMOR1_counts.csv",0,"226419327317878-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",854.535499600002,1213,"Macro_VCAN","BRCA","Macro",-0.29710776,3.322381,0,0,0
"226419327810333-GSM3148638_BC08_TUMOR1_counts.csv",0,"226419327810333-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",544.214123999998,333,"cDC2_CD1C","BRCA","cDC2",-3.948325,7.110158,0,0,0
"226419329414957-GSM3148638_BC08_TUMOR1_counts.csv",0,"226419329414957-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",542.390024099999,310,"Macro_VCAN","BRCA","Macro",1.3676443,4.1085215,0,0,0
"226419329874675-GSM3148638_BC08_TUMOR1_counts.csv",0,"226419329874675-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",598.033014100004,389,"cDC2_CD1C","BRCA","cDC2",-2.8000891,6.828398,0,0,0
"226419331254181-GSM3148638_BC08_TUMOR1_counts.csv",0,"226419331254181-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",714.640508699998,660,"cDC2_CD1C","BRCA","cDC2",-3.773405,7.5593123,0,0,0
"226419332004083-GSM3148638_BC08_TUMOR1_counts.csv",0,"226419332004083-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",921.113164710014,1925,"cDC2_CD1C","BRCA","cDC2",-2.9636133,7.5270004,0,0,0
"236083003963308-GSM3148638_BC08_TUMOR1_counts.csv",0,"236083003963308-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",984.40670964004,2025,"Macro_VCAN","BRCA","Macro",-0.49379486,3.6633697,0,0,0
"236083007830963-GSM3148638_BC08_TUMOR1_counts.csv",0,"236083007830963-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",400.503082600001,209,"Macro_SPP1","BRCA","Macro",-3.4146566,1.9791738,0,0,0
"240025934379950-GSM3148638_BC08_TUMOR1_counts.csv",0,"240025934379950-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",860.598474209981,1491,"cDC2_CD1C","BRCA","cDC2",-2.2347598,5.9548893,0,0,0
"240025938643755-GSM3148638_BC08_TUMOR1_counts.csv",0,"240025938643755-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",482.253535399999,246,"cDC2_CD1C","BRCA","cDC2",-2.856759,6.3313236,0,0,0
"240025938807213-GSM3148638_BC08_TUMOR1_counts.csv",0,"240025938807213-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",904.46688291002,1727,"Macro_CX3CR1","BRCA","Macro",-5.113227,2.396026,0,0,0
"240025938906397-GSM3148638_BC08_TUMOR1_counts.csv",0,"240025938906397-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",459.859149600001,229,"Macro_SPP1","BRCA","Macro",-3.3232186,1.8622901,0,0,0
"1035994122841395-GSM3148638_BC08_TUMOR1_counts.csv",0,"1035994122841395-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",566.203402299999,321,"Macro_VCAN","BRCA","Macro",-0.21597892,3.0967848,0,0,0
"1084913947954462-GSM3148638_BC08_TUMOR1_counts.csv",0,"1084913947954462-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",861.982021499998,992,"Mono_CD16","BRCA","Mono",1.2210462,8.154498,0,0,0
"1252608666188086-GSM3148638_BC08_TUMOR1_counts.csv",0,"1252608666188086-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",873.533009339975,1567,"cDC2_CD1C","BRCA","cDC2",-3.3584669,7.140025,0,0,0
"1252608667670963-GSM3148638_BC08_TUMOR1_counts.csv",0,"1252608667670963-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",940.465602000008,1718,"cDC2_CD1C","BRCA","cDC2",-2.431625,7.4162707,0,0,0
"1252608669858206-GSM3148638_BC08_TUMOR1_counts.csv",0,"1252608669858206-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",786.99026048,1167,"Macro_SPP1","BRCA","Macro",-4.046333,2.0578492,0,0,0
"1252608670389988-GSM3148638_BC08_TUMOR1_counts.csv",0,"1252608670389988-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",874.498014859988,1429,"Macro_SPP1","BRCA","Macro",-1.5173459,1.6860987,0,0,0
"1252608670546718-GSM3148638_BC08_TUMOR1_counts.csv",0,"1252608670546718-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",481.552155800001,253,"Macro_SPP1","BRCA","Macro",-3.9973938,2.319194,0,0,0
"1261403787705755-GSM3148638_BC08_TUMOR1_counts.csv",0,"1261403787705755-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",533.317717099999,299,"cDC2_CD1C","BRCA","cDC2",-0.26599592,6.730565,0,0,0
"1283575330326452-GSM3148638_BC08_TUMOR1_counts.csv",0,"1283575330326452-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",780.035654050004,968,"Macro_SPP1","BRCA","Macro",-4.133643,1.6320293,0,0,0
"1295556977814259-GSM3148638_BC08_TUMOR1_counts.csv",0,"1295556977814259-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",697.581634299998,610,"cDC2_CD1C","BRCA","cDC2",-3.1082764,7.2058377,0,0,0
"1295556980193590-GSM3148638_BC08_TUMOR1_counts.csv",0,"1295556980193590-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",568.792731199999,349,"cDC2_CD1C","BRCA","cDC2",-2.9994066,7.331324,0,0,0
"1295556980194716-GSM3148638_BC08_TUMOR1_counts.csv",0,"1295556980194716-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",597.773139899996,406,"cDC2_CD1C","BRCA","cDC2",-3.1088407,6.9701295,0,0,0
"1295556980198173-GSM3148638_BC08_TUMOR1_counts.csv",0,"1295556980198173-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",561.360674799999,339,"cDC2_CD1C","BRCA","cDC2",-2.3249927,6.9553156,0,0,0
"1295556980201307-GSM3148638_BC08_TUMOR1_counts.csv",0,"1295556980201307-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",582.050555400002,376,"cDC2_CD1C","BRCA","cDC2",-2.885406,7.1506004,0,0,0
"1317047131593461-GSM3148638_BC08_TUMOR1_counts.csv",0,"1317047131593461-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",888.739181040016,1556,"Macro_VCAN","BRCA","Macro",-0.68772316,2.9136686,0,0,0
"1317047133694774-GSM3148638_BC08_TUMOR1_counts.csv",0,"1317047133694774-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",720.594679240002,640,"Macro_VCAN","BRCA","Macro",-1.2907586,2.9954298,0,0,0
"1317047133719973-GSM3148638_BC08_TUMOR1_counts.csv",0,"1317047133719973-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",632.6107061,433,"Macro_SPP1","BRCA","Macro",-1.6464086,2.3316977,0,0,0
"1322427618909404-GSM3148638_BC08_TUMOR1_counts.csv",0,"1322427618909404-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",797.912874380004,1264,"cDC2_CD1C","BRCA","cDC2",-2.6795835,7.138254,0,0,0
"1322427621203188-GSM3148638_BC08_TUMOR1_counts.csv",0,"1322427621203188-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",519.119785400002,301,"cDC2_CD1C","BRCA","cDC2",-3.0653577,7.2061315,0,0,0
"1322427621264739-GSM3148638_BC08_TUMOR1_counts.csv",0,"1322427621264739-GSM3148638_BC08_TUMOR1_counts.csv","BC08","T",869.062440770004,1122,"Mono_CD14","BRCA","Mono",0.5501303,4.8719707,0,0,0
