Gene_ID,B16_antiXBH25_08,B16_antiXBH25_17,B16_antiXBH25_19,B16_ctrl_10,B16_ctrl_11,B16_ctrl_22,CT26_antiXBH25_03,CT26_antiXBH25_21,CT26_antiXBH25_46,CT26_ctrl_04,CT26_ctrl_12,CT26_ctrl_27,CT26_ctrl_34,CT26_ctrl_39,CT26_ctrl_41,LLC_antiXBH25_35,LLC_antiXBH25_43,LLC_antiXBH25_54,LLC_ctrl_29,LLC_ctrl_39,LLC_ctrl_42,EMT6_antiXBH25_4,EMT6_antiXBH25_5,EMT6_antiXBH25_6,EMT6_isotype-ctrl_1,EMT6_isotype-ctrl_3,EMT6_isotype-ctrl_7
Zfp605,2.48,1.24,1.02,1.3,1.05,1.33,1.21,1.25,0.81,0.96,0.98,0.91,1.19,1.16,0.98,3.01,3.54,3.11,2.69,2.69,3.08,1.08,0.59,0.79,0.89,0.9,0.9
Gm22509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hist1h4h,2.49,1.93,1.9,0.87,6.23,3.09,0.0,0.43,5.75,1.32,1.69,1.38,1.24,1.12,1.04,0.0,3.66,1.67,2.71,2.51,0.42,3.67,1.46,2.07,2.91,1.65,7.64
Leprot,41.52,30.65,27.47,25.38,38.66,42.5,29.89,32.46,41.46,27.99,23.71,25.53,20.91,25.32,29.88,32.73,30.09,41.3,43.5,43.14,42.85,56.46,64.56,60.98,63.87,69.16,77.29
Gm22466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm44353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cd3e,0.85,0.9,2.17,0.22,0.2,1.76,4.44,11.53,1.88,4.62,1.56,2.52,2.05,1.4,2.84,7.36,6.44,7.59,3.54,4.82,3.22,5.44,5.15,1.97,0.64,2.19,2.97
Gm24314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pja1,27.62,19.48,21.79,18.3,25.83,26.62,22.79,24.88,32.96,23.72,28.65,29.44,24.19,21.91,31.0,35.05,39.26,37.09,45.14,42.25,37.8,19.39,20.83,22.34,25.4,27.07,28.14
Ms4a15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dnajc16,7.84,6.79,6.32,6.13,6.92,6.48,3.03,2.74,3.49,2.65,2.5,2.57,2.24,2.47,3.14,5.3,4.76,5.17,5.61,5.77,4.73,4.44,4.79,4.12,4.75,4.4,5.14
Prrc2c,35.7,14.77,11.25,15.21,8.99,21.69,57.01,54.63,54.61,44.03,48.66,57.03,52.21,53.09,49.32,97.44,95.81,71.02,90.02,57.44,73.55,35.1,36.5,36.32,48.75,47.3,32.56
Gps2,42.95,31.62,37.8,31.13,36.89,37.27,47.6,52.41,45.07,52.91,53.19,49.01,47.79,49.69,52.49,64.06,76.66,60.19,75.81,73.81,80.87,28.06,40.82,29.17,30.22,34.23,31.89
Clstn3,36.79,29.81,29.43,22.88,20.61,27.67,2.27,9.48,7.77,14.71,3.79,3.23,4.27,5.79,6.17,0.55,0.19,0.59,1.21,1.65,1.55,1.46,0.22,0.24,0.0,0.53,0.53
Iglj3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syne2,75.2,53.58,46.28,35.02,24.62,46.54,45.54,49.57,49.35,28.66,37.12,33.86,28.46,30.67,43.33,147.13,129.84,156.59,196.97,144.28,161.39,21.08,24.8,25.44,28.63,29.66,13.46
Fam170b,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.17
Nubp2,40.81,37.85,40.07,29.8,42.62,37.62,27.42,33.21,34.29,36.41,38.39,27.71,24.36,28.53,36.2,36.35,34.23,31.48,33.04,38.25,36.45,34.56,44.9,37.77,29.46,31.78,38.92
Gm22992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pdxk,30.73,25.03,20.59,18.32,17.88,20.49,8.61,7.57,12.14,6.71,8.32,7.19,6.99,8.38,11.01,12.5,14.89,11.72,15.38,14.26,13.34,24.53,24.13,23.43,15.66,17.83,25.08
Olfr1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp14,1.56,0.66,0.83,1.01,0.34,1.04,0.58,0.52,0.23,0.7,0.77,1.1,0.47,1.03,0.77,0.78,1.71,1.53,1.52,1.25,1.16,0.65,0.5,0.4,1.04,0.64,0.2
Txlng,4.26,1.99,2.25,3.43,3.69,3.65,7.41,7.91,8.31,7.11,7.99,8.53,8.15,7.86,8.26,14.72,13.12,12.06,11.8,13.4,11.76,8.83,6.55,6.47,8.88,8.35,4.96
Gpr137c,1.11,0.64,0.64,1.07,2.47,0.95,0.27,0.7,0.29,0.11,0.1,0.38,0.19,0.57,0.38,0.24,0.39,0.16,0.32,0.08,0.02,0.59,0.0,0.64,0.27,0.03,0.09
Nub1,50.16,34.66,37.31,25.32,30.63,31.74,34.34,41.42,41.85,29.78,27.1,31.72,27.04,29.32,33.52,47.79,44.06,48.83,43.87,41.4,43.42,76.74,78.68,77.73,65.95,68.33,58.33
Uggt2,6.07,4.3,2.56,2.94,3.46,4.39,0.88,0.77,0.93,0.78,0.77,0.54,1.48,0.67,0.86,13.83,10.96,18.07,10.73,11.07,15.44,1.8,0.88,1.41,0.54,1.59,5.51
n-R5s92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir22hg,10.47,1.81,1.08,2.79,5.77,4.43,7.51,11.65,10.89,10.1,7.46,5.55,5.33,4.46,10.68,7.39,6.95,9.32,9.98,12.26,8.27,28.27,29.8,32.93,44.62,36.55,30.91
Gm26424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osgin2,7.13,4.23,3.14,4.44,3.72,4.07,5.74,7.27,8.34,6.68,8.12,8.52,6.38,6.71,8.89,7.85,7.15,8.29,6.16,9.74,6.54,12.15,10.69,8.29,9.79,13.33,7.41
Fpr-rs7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rbpj,22.33,13.24,11.38,14.7,13.22,12.83,85.66,103.54,105.4,73.37,84.84,97.23,74.37,86.49,91.19,142.66,160.92,120.1,120.34,102.28,120.39,53.1,45.85,46.91,51.84,47.71,37.57
Pdzk1,0.04,0.0,0.0,0.0,0.0,0.06,0.09,0.05,0.09,0.14,0.0,0.06,0.0,0.0,0.39,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.27,0.0,0.0,0.07,0.05
Gm22722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nrbf2,17.9,15.15,11.8,10.48,13.78,14.71,12.65,13.68,17.1,12.01,13.14,12.49,9.65,12.79,14.57,19.89,19.12,23.43,23.79,24.56,21.19,21.55,26.3,25.5,24.24,25.2,25.94
Crtc3,5.39,5.78,4.83,4.2,3.13,4.51,7.27,9.84,8.73,7.43,7.46,9.84,8.77,7.86,7.72,7.14,8.16,7.69,9.54,6.59,6.59,8.36,8.14,6.83,7.83,8.18,5.86
Trim13,5.43,2.88,2.96,3.79,5.14,8.56,5.81,5.58,7.43,4.4,4.66,5.09,3.68,3.2,5.34,6.13,5.16,6.57,7.69,7.05,6.46,8.0,7.97,9.06,7.89,8.24,6.93
Gm27680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gucy1b3,0.61,0.23,0.43,0.11,0.14,0.53,0.28,0.33,0.53,0.41,0.32,0.42,0.49,0.33,0.49,0.25,0.4,1.13,1.46,0.65,1.2,0.41,0.51,0.35,0.95,0.44,1.01
Insm1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krtap4-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1qtnf9,1.19,1.52,1.91,0.89,0.98,1.07,3.45,1.73,3.39,2.32,1.89,1.48,2.58,0.93,1.66,3.01,3.28,9.46,5.54,6.01,4.53,2.31,1.83,1.54,1.09,1.3,2.57
Cnep1r1,28.61,17.31,14.35,15.02,16.92,18.93,46.34,48.43,49.59,42.72,44.19,48.49,41.93,37.96,46.63,45.95,49.37,46.82,53.15,49.63,51.51,44.28,50.09,51.0,42.47,44.35,43.63
Krtap5-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iglc1,0.9,0.0,0.0,0.0,0.0,0.0,1.71,0.0,1.04,1.42,0.0,0.0,2.23,0.0,1.51,0.0,0.49,0.0,0.84,0.45,0.0,0.0,1.04,0.0,0.0,0.0,0.61
Itga4,3.62,2.42,2.01,1.88,1.2,3.58,3.9,4.07,3.77,2.51,2.12,1.78,3.0,2.51,2.31,9.02,8.03,7.08,5.31,5.49,6.16,2.91,4.95,2.98,1.77,2.46,4.71
Armc2,4.73,4.88,4.79,1.38,1.53,1.15,0.04,0.25,0.0,0.04,0.0,0.24,0.41,0.0,0.23,2.06,2.72,1.93,2.73,1.94,2.78,0.44,0.57,0.41,0.29,1.25,1.93
Olfr1397-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0
Rnh1,34.49,32.88,28.98,13.33,24.75,22.14,80.14,90.18,79.35,66.54,76.27,65.63,48.68,56.51,90.75,64.04,53.26,54.35,61.07,89.78,67.97,138.31,139.19,145.78,147.99,152.55,154.91
Mir301b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-R5s25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igkv6-29,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rp2,6.59,4.45,3.28,3.65,3.6,6.0,13.44,12.26,13.38,9.99,8.39,9.02,9.77,8.19,10.21,10.93,11.79,14.23,11.57,12.8,12.01,10.42,10.72,10.49,9.56,10.76,14.5
Git1,63.96,55.28,55.93,60.59,53.34,68.06,27.77,36.1,44.97,46.89,45.37,35.07,28.83,46.67,45.5,59.63,54.45,43.15,61.28,66.36,60.62,46.06,39.23,35.85,44.11,41.59,40.27
Acadsb,27.81,21.18,14.76,25.59,26.46,20.86,34.68,33.75,45.37,33.11,25.0,45.62,35.49,21.64,28.45,16.78,21.48,22.49,28.64,20.12,18.94,30.92,37.67,31.75,31.25,37.18,39.1
Pcgf1,20.67,18.97,14.77,15.17,18.47,16.77,24.38,27.1,26.37,20.75,17.4,22.54,19.59,16.53,26.86,30.78,34.43,40.87,49.97,47.26,47.36,23.23,19.33,15.58,25.04,25.12,14.92
Gm25855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ptpn22,2.11,1.95,3.07,2.25,0.2,0.56,130.71,121.36,77.21,94.53,101.43,118.09,85.6,103.92,134.56,15.72,19.28,19.0,11.09,14.47,14.18,9.36,13.48,11.57,8.66,21.6,14.86
Mir485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trav9d-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prok1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.17,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.03,0.32,0.0,0.0,0.06,0.0,0.0,0.0,0.0
Lca5l,0.12,0.03,0.09,0.08,0.04,0.12,0.84,0.4,0.78,0.64,0.27,0.41,0.38,0.17,0.63,0.5,0.72,0.49,1.75,1.21,1.07,0.26,0.41,0.3,0.2,0.35,0.84
Nlrp6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.07,0.1,0.09,0.08,0.0
Olfr769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4galt,1.93,0.44,0.4,1.03,1.2,0.86,2.83,3.26,5.32,1.25,1.48,3.67,1.33,0.92,2.77,10.19,13.44,15.26,14.46,12.36,10.29,3.12,2.59,3.75,5.09,7.65,9.09
Psrc1,84.75,50.01,53.04,54.33,105.72,135.75,43.45,37.84,53.02,63.21,55.21,48.15,50.87,52.94,51.2,7.39,7.21,12.12,10.42,8.93,9.16,68.07,78.73,47.09,58.92,57.28,32.46
Draxin,0.31,0.27,0.12,0.26,0.28,0.24,0.03,0.14,0.28,0.17,0.06,0.21,0.05,0.15,0.06,1.75,1.63,1.79,1.79,2.14,2.28,0.39,0.83,0.58,0.23,0.41,0.38
Pou2f3-rs1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trbv30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagk,37.67,31.72,33.16,15.53,31.55,21.75,33.94,42.57,55.72,29.61,31.28,27.53,24.41,24.32,42.01,24.63,21.04,25.37,37.1,45.22,38.9,63.5,61.71,70.56,59.01,58.32,81.42
Gm23421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mul1,11.14,9.8,9.04,5.74,7.47,5.39,5.58,3.37,11.15,7.51,6.47,5.87,5.25,4.67,9.51,6.85,3.22,4.37,5.35,5.77,7.05,6.27,5.46,10.47,4.11,7.03,9.03
Trav11d,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cmc1,30.57,25.83,20.25,25.7,71.44,32.6,24.41,20.3,36.56,29.78,23.46,25.78,22.58,27.6,29.39,40.11,28.32,39.54,45.41,56.33,48.95,31.03,35.21,32.3,33.1,29.48,47.79
Necap2,99.87,72.0,81.76,75.42,99.0,91.7,30.58,45.36,43.98,37.89,39.1,26.7,28.76,35.67,42.9,39.69,37.77,48.71,54.84,52.56,48.74,60.92,52.25,56.05,51.82,52.71,86.8
Capn15,7.2,5.72,3.73,3.01,2.71,4.44,11.05,11.73,15.61,10.53,13.36,10.19,8.77,9.86,11.09,13.13,15.26,13.65,14.61,16.99,13.26,11.31,10.52,8.09,11.29,9.4,7.08
Tsen54,8.84,11.28,9.14,5.96,5.59,8.56,8.73,10.78,9.34,9.56,7.99,8.95,7.42,7.54,12.96,11.7,11.19,14.51,13.57,19.22,15.38,10.28,9.88,10.42,10.39,10.95,8.31
Olfr435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eef1g,462.01,443.28,485.94,207.16,294.78,326.22,167.66,239.95,319.53,391.65,453.85,341.11,270.69,367.13,300.98,473.48,487.32,496.81,482.62,680.46,570.38,888.65,821.26,885.05,997.98,933.05,786.13
Gm10974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rnf144a,21.43,8.04,7.87,21.05,17.8,24.16,0.32,0.45,0.84,0.5,0.98,0.58,0.51,0.5,0.72,0.37,0.6,1.58,1.89,1.33,1.52,0.99,0.87,0.61,0.91,0.79,2.27
Mir543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmprss7,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.06
Lifr,2.75,1.23,0.49,0.21,0.28,0.56,2.09,1.18,1.98,1.5,1.11,5.15,0.97,0.91,1.1,1.25,2.67,2.07,4.89,2.74,2.32,9.78,2.48,1.62,1.39,1.71,6.24
Prc1,99.29,51.82,52.18,31.43,24.04,51.81,134.54,125.78,115.33,116.95,116.19,112.84,125.83,117.44,104.16,79.72,69.03,83.91,81.87,76.36,78.91,41.59,40.37,44.56,48.94,56.49,41.63
Sgca,1.53,4.53,0.0,2.12,1.28,0.1,0.24,0.0,0.08,0.0,0.84,0.93,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.22,1.11,4.69,0.3,0.0,1.28,1.85,4.39
Olfr1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lemd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.07,0.41,0.37,0.03,0.03,0.0,0.64,0.07,0.0,0.03,0.03,0.14,0.36,0.4,0.22,1.38,0.23,0.17
Gm23872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23849,8.83,3.31,0.0,0.0,5.9,0.0,0.0,14.51,10.61,0.0,3.89,0.0,6.23,4.14,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.74,12.31,4.73,17.19,4.54
Osbp,14.44,8.66,7.85,7.98,6.96,9.99,13.03,14.46,16.72,12.2,13.87,13.77,10.0,11.32,15.58,15.64,15.24,14.97,18.53,18.6,15.35,17.19,17.25,15.35,20.01,20.16,17.66
Rprd1b,12.65,9.32,7.03,7.39,6.67,8.75,12.3,15.14,16.9,11.74,14.74,12.03,13.05,13.01,16.53,13.62,14.6,13.85,14.68,13.08,13.97,13.45,16.02,12.89,12.4,13.19,10.91
Batf,9.39,10.81,13.48,5.5,5.45,7.46,5.53,5.91,4.54,2.01,2.88,3.03,3.1,2.1,4.22,5.82,3.52,5.34,6.76,5.09,4.81,10.21,9.34,6.38,5.65,3.88,9.41
Gm23927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abl1,28.35,19.81,16.98,17.88,15.93,27.92,28.46,34.14,39.71,29.19,32.96,33.39,25.12,33.25,35.5,34.02,33.14,32.79,37.71,32.75,38.71,37.7,29.96,30.29,36.33,37.08,28.12
Reps1,71.34,45.59,40.63,38.16,31.18,44.99,25.8,30.96,38.29,34.23,32.73,31.13,27.78,36.56,31.95,38.29,38.73,36.81,43.68,44.27,38.03,38.22,40.49,34.67,51.52,48.12,36.58
Vmn1r181,0.42,0.0,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem120b,4.83,3.33,4.07,5.32,4.39,5.24,3.66,4.24,6.68,4.06,3.41,4.5,4.32,3.49,4.5,2.94,3.05,3.99,3.58,4.12,3.4,3.55,2.71,2.47,3.55,3.21,4.3
Eaf2,0.15,0.0,0.05,0.0,0.27,0.44,0.0,0.15,0.17,0.15,0.23,0.0,0.14,0.38,0.0,0.6,0.76,0.41,0.2,0.23,0.15,2.38,2.5,2.3,1.13,1.18,0.74
Ivns1abp,94.91,51.4,44.84,21.43,20.58,52.29,48.64,45.21,54.27,52.23,55.38,60.19,53.89,54.59,54.33,134.09,130.91,133.46,118.46,129.25,133.36,70.82,75.5,77.91,114.1,91.6,63.2
Serpinb3b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.5,0.0,0.0,0.0
Zw10,36.12,25.21,25.58,12.93,14.75,21.13,21.12,17.89,19.78,15.79,21.06,16.56,16.26,14.85,18.71,12.07,11.56,13.21,12.44,14.73,14.04,14.51,17.13,15.99,15.62,17.84,11.98
Gm27624,0.0,0.0,33.64,0.0,0.0,99.13,0.0,0.0,0.0,0.0,35.68,103.91,0.0,27.03,0.0,0.0,0.0,2.66,31.71,69.58,0.0,0.0,0.0,5.22,77.29,0.0,0.0
Arhgef37,4.29,3.63,3.03,3.73,2.79,3.07,0.08,0.21,0.23,0.0,0.29,0.85,0.0,0.08,0.2,0.47,0.26,0.15,0.11,0.03,0.06,0.6,0.18,0.23,0.13,0.24,0.59
Akt3,13.64,9.61,8.77,8.54,5.4,11.46,55.59,48.26,49.43,41.21,39.6,62.46,39.81,44.58,50.44,38.19,32.37,33.44,33.75,24.22,25.61,29.18,29.61,31.26,31.46,26.73,22.8
Gm25909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naip1,0.1,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.11,0.09,0.09,0.26,0.03,0.09,0.09,0.44,0.81,0.48,0.64,0.45,0.36,0.19,0.06,0.07,0.23,0.33,0.22
Cma2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esam,7.54,4.76,6.29,2.82,3.07,7.19,6.93,6.25,12.41,10.39,8.35,5.87,6.89,5.0,9.22,5.99,6.68,12.72,20.17,16.31,15.13,26.54,10.22,9.61,16.12,18.02,30.6
Chrac1,62.07,40.44,39.25,46.67,62.97,49.51,71.16,79.81,84.44,77.68,72.6,66.85,65.33,78.12,92.34,32.32,33.32,40.27,39.84,38.33,39.52,52.22,50.73,63.79,53.6,48.0,58.58
Ankrd46,22.0,18.54,17.78,19.77,19.77,17.68,18.34,18.31,29.48,16.43,16.12,17.73,14.94,16.41,23.64,13.73,14.7,20.89,19.22,17.69,15.18,21.72,20.0,24.54,28.92,25.15,21.88
Gm24897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ska2,24.44,12.22,8.82,6.17,6.35,12.19,27.01,27.88,26.54,32.8,27.27,25.43,28.26,25.92,21.35,24.52,21.18,23.82,29.02,25.83,26.58,11.82,21.74,17.09,18.46,19.77,16.44
