"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"130","hsa04917 Prolactin signaling pathway",0.802345058626466,1,0.0476387259290825,-0.273781603914547,-0.764255654498392,64,"c(""SLC2A2"", ""LHCGR"", ""MAPK10"", ""TNFRSF11A"")"
"131","hsa04918 Thyroid hormone synthesis",0.0209249806865588,0.194479232263311,0.352487857583619,-0.596166005088293,-1.68903979438324,69,"c(""SERPINA7"", ""IYD"", ""ALB"", ""CREB3L3"", ""TTR"", ""GPX2"", ""ASGR1"", ""ASGR2"", ""SLC26A4"", ""SLC5A5"", ""FXYD2"")"
"132","hsa04919 Thyroid hormone signaling pathway",0.287709497206704,0.711415904682738,0.135002033828631,0.323533785921016,1.08656603397622,119,"c(""PRKCG"", ""ATP1B4"", ""MYH6"", ""ATP2A1"", ""DIO3"", ""MYH7"")"
"133","hsa04920 Adipocytokine signaling pathway",0.478920741989882,0.812960645251008,0.0725351864394589,-0.340620525516133,-0.961253213372634,68,"c(""PCK1"", ""G6PC1"", ""MAPK10"", ""ADIPOQ"", ""LEPR"", ""LEP"")"
"134","hsa04921 Oxytocin signaling pathway",0.0819209039548023,0.369814366424536,0.266350657088526,0.370591774776438,1.28017855674899,144,"c(""PRKCG"", ""PRKAG3"", ""CACNG7"", ""CACNG1"", ""CALML6"", ""CACNA1S"", ""KCNJ6"", ""KCNJ12"", ""PLA2G4C"", ""CACNG5"", ""CACNA2D2"", ""PLA2G4F"", ""CD38"", ""PLA2G4D"", ""TRPM2"", ""ADCY2"", ""KCNJ2"", ""CACNA2D4"", ""KCNJ9"", ""RYR1"", ""NFATC1"", ""CACNG6"", ""MYLK2"", ""CAMK2A"", ""SRC"", ""CAMK2B"")"
"135","hsa04922 Glucagon signaling pathway",0.0892857142857143,0.381274131274131,0.190023305279108,-0.472980926664125,-1.39471572169426,98,"c(""PCK1"", ""GCGR"", ""SLC2A2"", ""G6PC1"", ""CREB3L3"", ""GYS2"", ""PFKFB1"", ""FBP2"")"
"136","hsa04923 Regulation of lipolysis in adipocytes",0.98458904109589,1,0.0392758570896778,-0.190714047103514,-0.516625226642946,52,"c(""FABP4"", ""PRKG1"", ""GNAI1"", ""PTGER3"", ""ADCY5"", ""ADCY8"", ""PIK3CA"", ""IRS4"", ""NPY1R"", ""PIK3CB"", ""AKT3"", ""PLIN1"", ""PIK3R1"", ""GNAI3"", ""ADCY1"", ""IRS1"", ""PRKACB"", ""ABHD5"", ""PLAAT3"", ""GNAS"")"
"137","hsa04924 Renin secretion",0.317617866004963,0.711415904682738,0.119348440591015,0.355134429152446,1.07913920164326,61,"c(""REN"", ""CALML6"", ""CACNA1S"", ""ADCYAP1R1"", ""EDN3"", ""ACE"", ""ADORA1"", ""CLCA2"", ""CTSB"", ""KCNJ2"", ""PTGER4"", ""KCNMA1"")"
"138","hsa04925 Aldosterone synthesis and secretion",0.142493638676845,0.479021168317904,0.188204146308491,0.37374041453157,1.22733348355231,91,"c(""PRKCG"", ""CALML6"", ""CACNA1S"", ""ATP1B4"", ""HSD3B2"", ""CYP11A1"", ""CACNA1H"", ""STAR"", ""CACNA1I"", ""POMC"")"
"139","hsa04926 Relaxin signaling pathway",0.862714508580343,1,0.0410713282497468,-0.249293705760881,-0.756794969619796,120,"c(""RLN2"", ""CREB3L3"", ""RLN1"", ""MAPK10"", ""COL4A6"", ""GNAI1"", ""EDN1"", ""FOS"", ""GNG12"", ""EDNRB"", ""GNG11"", ""EGFR"", ""ADCY5"", ""GNG8"", ""ADCY8"", ""PIK3CA"")"
"140","hsa04927 Cortisol synthesis and secretion",0.321951219512195,0.711415904682738,0.117249716749792,0.354945872449873,1.07683858872343,59,"c(""CACNA1S"", ""HSD3B2"", ""CYP11A1"", ""CACNA1H"", ""NR5A1"", ""STAR"", ""MRAP"", ""CACNA1I"", ""POMC"", ""CACNA1G"", ""NR4A1"", ""ADCY2"", ""KCNK3"")"
"141","hsa04928 Parathyroid hormone synthesis, secretion and action",0.863157894736842,1,0.0653834195468773,0.237102143457087,0.794609552939361,108,"c(""PRKCG"", ""CYP24A1"", ""SLC12A3"", ""MMP25"", ""VDR"", ""BGLAP"", ""ADCY2"", ""CYP27B1"", ""CREB3L1"", ""MAFB"", ""MMP17"", ""NR4A2"", ""NACA2"", ""MMP24"", ""ARRB1"", ""PLCB4"", ""PDE4A"", ""SLC34A1"", ""PLCB3"", ""PLD2"", ""PRKCB"", ""ARRB2"", ""HBEGF"", ""ADCY9"", ""RXRA"", ""MAPK3"", ""PLCB2"", ""GNAI2"", ""MEF2D"", ""CREB3"", ""RXRG"", ""ATF6B"", ""ADCY7"", ""RXRB"", ""WNK2"", ""ADCY4"", ""PRKACA"", ""ARAF"", ""ITPR1"", ""ARHGEF11"", ""ADCY6"", ""TRPV5"", ""WNK4"")"
"142","hsa04929 GnRH secretion",0.0234570565992816,0.20590083014925,0.352487857583619,0.505751224087487,1.54271924290654,62,"c(""PRKCG"", ""KISS1R"", ""CACNA1S"", ""KCNN1"", ""KCNJ6"", ""CACNA1H"", ""LHB"", ""CACNA1I"", ""HCN2"", ""CACNA1G"", ""GABBR2"")"
"143","hsa04935 Growth hormone synthesis, secretion and action",0.987220447284345,1,0.0359208664409425,-0.203818652530991,-0.609644389942508,110,"c(""CREB3L3"", ""IGFALS"", ""SSTR1"", ""MAPK10"", ""IGFBP3"", ""GHR"", ""CACNA1C"")"
"144","hsa04960 Aldosterone-regulated sodium reabsorption",0.303240740740741,0.711415904682738,0.11776578836269,0.411549641672269,1.11584948878524,34,"c(""PRKCG"", ""ATP1B4"", ""HSD11B2"")"
"145","hsa04961 Endocrine and other factor-regulated calcium reabsorption",0.103614457831325,0.419771393265369,0.216542836735348,0.454559891513671,1.33546343188642,50,"c(""PRKCG"", ""SLC8A2"", ""CALB1"", ""ATP1B4"", ""BDKRB2"", ""VDR"", ""KLK1"")"
"146","hsa04962 Vasopressin-regulated water reabsorption",0.548463356973995,0.863635278672873,0.083129129135339,0.329224391322827,0.931927927913579,41,"c(""ARHGDIG"", ""AVPR2"")"
"147","hsa04964 Proximal tubule bicarbonate reclamation",0.136029411764706,0.479021168317904,0.161978948883402,-0.565878734479048,-1.34178316983249,23,"c(""PCK1"", ""SLC38A3"", ""GLS2"", ""FXYD2"", ""SLC4A4"", ""ATP1A4"")"
"148","hsa04966 Collecting duct acid secretion",0.0755555555555556,0.369814366424536,0.245041785430996,0.562808033724905,1.46106285918355,26,"c(""SLC4A1"", ""CLCNKB"", ""ATP4A"", ""ATP6V1G2"", ""ATP6V1C2"", ""ATP6V1B1"", ""TCIRG1"")"
"149","hsa04970 Salivary secretion",0.00914157651927801,0.111105314618917,0.380730400722792,0.510348361554708,1.63858390533936,82,"c(""PRKCG"", ""PRB1"", ""CST2"", ""CALML6"", ""CST4"", ""ATP1B4"", ""CAMP"", ""CST1"", ""CST5"", ""NOS1"", ""HTN1"", ""ADRA1D"", ""LPO"", ""LYZ"", ""CD38"", ""MUC5B"", ""ADCY2"")"
"150","hsa04971 Gastric acid secretion",0.17283950617284,0.546172839506173,0.166933848713193,0.378710566240634,1.17608627230485,69,"c(""PRKCG"", ""CALML6"", ""ATP1B4"", ""KCNK10"", ""KCNJ15"", ""KCNJ10"", ""SSTR2"", ""HRH2"", ""ATP4A"", ""ADCY2"", ""KCNJ2"", ""MYLK2"", ""CAMK2A"", ""CAMK2B"")"
"151","hsa04972 Pancreatic secretion",0.151006711409396,0.497063758389262,0.14551614609036,-0.445155187016259,-1.2772007049783,79,"c(""PLA2G12B"", ""CFTR"", ""CPB2"", ""CPB1"", ""PLA2G2A"", ""ATP2B2"", ""PLA2G1B"", ""PLA2G5"", ""SCTR"", ""AMY2A"", ""CPA2"", ""PNLIPRP2"", ""CTRL"")"
"152","hsa04973 Carbohydrate digestion and absorption",0.186528497409326,0.566759665205261,0.131457611642763,-0.482378382126598,-1.24950199808427,41,"c(""SLC2A2"", ""G6PC1"", ""SLC5A1"", ""AMY2A"", ""MGAM2"", ""FXYD2"", ""HKDC1"", ""ATP1A4"")"
"153","hsa04974 Protein digestion and absorption",0.552459016393443,0.863635278672873,0.0640703750499722,-0.314426624891952,-0.919271301734533,89,"c(""CPB2"", ""CPB1"", ""SLC15A1"", ""ELN"", ""SLC8A3"", ""CPA2"", ""CTRL"", ""COL4A6"", ""COL14A1"", ""FXYD2"", ""COL21A1"", ""DPP4"", ""SLC16A10"", ""COL9A1"", ""ATP1A4"", ""XPNPEP2"")"
"154","hsa04975 Fat digestion and absorption",0.00013768249999434,0.00725127833303522,0.518848077743792,-0.829672480767634,-2.08025588488674,33,"c(""FABP1"", ""APOA1"", ""APOB"", ""PLA2G12B"", ""MOGAT2"", ""ABCG8"", ""MOGAT3"", ""ABCG5"", ""PLA2G2A"", ""MTTP"", ""PLA2G1B"", ""NPC1L1"", ""PLA2G5"", ""PNLIPRP2"")"
"155","hsa04976 Bile secretion",5.3359097050245e-11,8.43073733393871e-09,0.851339057116899,-0.851129068031372,-2.44198580051025,79,"c(""UGT2B15"", ""SULT2A1"", ""UGT1A1"", ""UGT1A4"", ""UGT2B4"", ""SLC22A7"", ""UGT2A3"", ""SLCO1B3"", ""SLC10A1"", ""NR0B2"", ""UGT2B10"", ""ABCG8"", ""UGT1A9"", ""ABCB11"", ""SLC5A1"", ""UGT2B17"", ""UGT1A6"", ""CFTR"", ""NR1H4"", ""CYP3A4"", ""ABCG5"", ""SLCO1B1"", ""UGT1A5"", ""SLC51A"")"
"156","hsa04977 Vitamin digestion and absorption",0.0469043151969981,0.333753916845066,0.287857117255149,-0.685223086471443,-1.58792716399068,21,"c(""APOA1"", ""APOB"", ""SLC19A3"")"
"157","hsa04978 Mineral absorption",0.450121654501217,0.812960645251008,0.0959206777921745,0.335272692779738,0.999819257954008,54,"c(""MT1H"", ""HEPHL1"", ""SLC8A2"", ""ATP1B4"", ""SLC26A9"", ""VDR"", ""HMOX1"")"
"158","hsa04979 Cholesterol metabolism",0.000687719246631414,0.0155228058525376,0.477270815362862,-0.733693100961668,-1.98574245965182,50,"c(""APOA1"", ""APOA2"", ""APOB"", ""APOC3"", ""ANGPTL3"", ""APOH"", ""ABCG8"", ""ABCB11"", ""ABCG5"", ""LPA"", ""SOAT2"", ""CYP7A1"", ""LPL"", ""LIPG"")"
