"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"41","hsa04115 p53 signaling pathway",0.819512195121951,1,0.0642140881844605,0.25467514518045,0.805462562009448,73,"c(""ADGRB1"", ""SERPINE1"", ""BBC3"", ""THBS1"", ""CD82"", ""CCND2"", ""TP73"", ""ZNF385A"", ""AIFM2"", ""CCND3"", ""TP53I3"", ""BAX"", ""BCL2L1"", ""GADD45G"", ""SFN"", ""SHISA5"")"
"42","hsa04120 Ubiquitin mediated proteolysis",0.937694704049844,1,0.0371479221137289,-0.229114868574229,-0.708742488786358,142,"c(""CBLC"", ""UBE2U"", ""CDC20"", ""RHOBTB1"", ""MID1"", ""KLHL13"", ""UBA2"", ""ANAPC10"", ""CUL2"", ""UBE2Q1"", ""CDC16"", ""HERC3"", ""CDC27"", ""BRCA1"", ""CUL5"", ""CUL3"", ""NEDD4"", ""UBE2D1"", ""DET1"", ""UBE2C"", ""UBE2QL1"", ""UBE3A"", ""ANAPC13"", ""UBE2E3"", ""CUL4A"", ""RCHY1"", ""UBA6"", ""ANAPC1"", ""UBE2K"", ""CUL4B"", ""RPS27A"", ""UBE2B"", ""ANAPC4"", ""UBE2Q2"", ""BIRC2"", ""UBA3"", ""SKP2"", ""UBE2E1"", ""MAP3K1"", ""TRIM37"", ""TRIP12"", ""ERCC8"", ""ELOC"", ""UBE2N"", ""WWP1"", ""TRAF6"", ""UBE2G1"", ""CUL1"", ""UBE2D3"", ""UBE2D4"", ""CDC26"", ""SMURF2"", ""UBE2L3"", ""XIAP"", ""UBE2J1"", 
""UBE2R2"", ""SAE1"", ""PIAS1"", ""FBXW7"", ""COP1"", ""UBE4A"", ""PIAS2"", ""BTRC"", ""CDC23"")"
"43","hsa04130 SNARE interactions in vesicular transport",1,1,0.0523759084097997,0.0956532328845801,0.258251533580435,33,"c(""VAMP5"", ""VAMP2"", ""VAMP8"", ""STX5"", ""BET1L"", ""STX4"", ""STX1B"", ""VAMP1"", ""BNIP1"", ""GOSR2"", ""VAMP7"")"
"44","hsa04136 Autophagy - other",0.987455197132617,1,0.0412376090540065,-0.183009595132226,-0.453844559277913,31,"c(""ATG9B"", ""PPP2CB"", ""ATG3"", ""ATG4C"", ""ATG12"", ""PIK3C3"", ""IGBP1"", ""ATG5"", ""ULK2"", ""GABARAPL2"", ""ATG4A"", ""PPP2CA"", ""PIK3R4"", ""ATG10"", ""GABARAPL1"", ""ATG16L1"", ""ATG2B"", ""MLST8"", ""ATG9A"", ""ATG7"", ""MTOR"", ""WIPI2"", ""BECN1"", ""ATG4B"", ""ATG13"", ""WIPI1"", ""ATG4D"", ""RPTOR"", ""GABARAP"", ""ATG2A"", ""ATG101"")"
"45","hsa04137 Mitophagy - animal",1,1,0.0359208664409425,-0.163504992056141,-0.484993746539673,102,"c(""MAPK10"", ""BNIP3"", ""TAX1BP1"", ""MAP1LC3B2"", ""TOMM20"", ""ATG9B"", ""MAP1LC3C"", ""CITED2"", ""RAB5A"", ""CSNK2A3"", ""USP8"", ""OPA1"", ""BNIP3L"", ""OPTN"", ""MAP1LC3B"", ""FUNDC1"", ""NRAS"", ""RHOT1"", ""CSNK2A2"", ""ATF4"", ""RAB7A"", ""TBC1D15"", ""EIF2S1"", ""TOMM70"", ""HIF1A"", ""CALCOCO2"", ""RPS27A"", ""KRAS"", ""MAPK8"", ""USP15"", ""PHB2"", ""CCZ1"", ""CCZ1B"")"
"46","hsa04140 Autophagy - animal",0.992458521870287,1,0.0329431471724691,-0.20058001409867,-0.62892625853731,162,"c(""SUPT20HL1"", ""MAPK10"", ""BNIP3"", ""TAX1BP1"", ""PRKAA2"", ""MAP1LC3B2"", ""RB1CC1"", ""PTEN"", ""ATG9B"", ""MAP1LC3C"", ""PPP2CB"", ""DEPTOR"", ""PIK3CA"", ""IRS4"", ""ATG3"", ""HMGB1"", ""VMP1"", ""OPTN"", ""MAP1LC3B"", ""ATG4C"", ""PIK3CB"", ""AKT3"", ""SH3GLB1"", ""NRAS"", ""PIK3R1"", ""MAP3K7"", ""RAB7A"", ""DDIT4"", ""PRKAA1"", ""EIF2AK4"", ""ATG12"", ""RAB33B"", ""EIF2S1"", ""C9orf72"", ""STX7"", ""RRAGD"", ""RRAGC"", ""HIF1A"", ""CALCOCO2"", ""RPS27A"", ""PIK3C3"", ""NRBF2"", ""KRAS"", ""MAPK8"", ""IRS1"", ""ATG14"")"
"47","hsa04141 Protein processing in endoplasmic reticulum",0.87369985141159,1,0.0382416816260774,-0.245413635343836,-0.77314967109368,166,"c(""CASP12"", ""MAPK10"", ""HSPA1A"", ""DNAJC1"", ""SEC62"", ""ERO1A"", ""HSP90AA1"", ""RAD23B"", ""TUSC3"", ""UGGT2"", ""DNAJA2"", ""HSPH1"", ""PDIA3"", ""UBXN2A"", ""UBXN8"", ""SEC63"", ""HSP90B1"", ""HSPA4L"", ""STT3B"", ""PDIA6"", ""HSP90AB1"", ""ATF6"", ""LMAN1"", ""UBE2D1"", ""TRAM1"", ""DDIT3"", ""SVIP"", ""TRAM1L1"", ""MAN1A2"", ""HSPA5"", ""ATF4"", ""CAPN2"", ""MBTPS2"", ""BAG1"", ""OSTC"", ""YOD1"", ""DNAJC3"", ""DNAJC10"", ""SEC24B"", ""SEC23A"", ""EIF2S1"", ""HSPA1B"", ""SEL1L"", ""SEC61A2"", ""MAPK8"", ""HYOU1"", ""SEC61G"", ""STT3A"", ""SSR3"", ""RPN2"", ""SSR1"", ""PLAA"", ""MAGT1"", ""CANX"", 
""ERLEC1"", ""PDIA4"", ""RPN1"", ""NFE2L2"", ""UGGT1"", ""UBQLN1"", ""NGLY1"", ""UBE2G1"", ""CUL1"", ""SELENOS"", ""UBQLN3"", ""UBE2D3"", ""UBXN4"", ""MBTPS1"", ""SEC61B"", ""UBE2D4"", ""CKAP4"", ""UBQLN4"", ""BAG2"", ""MAPK9"", ""SEC31A"", ""SAR1A"", ""DNAJC5B"", ""SSR2"", ""UBE2J1"")"
"48","hsa04142 Lysosome",0.462395543175487,0.812960645251008,0.102449405629826,0.293948649698952,0.996086656349268,131,"c(""SLC11A1"", ""CTSE"", ""GAA"", ""CTSD"", ""IDUA"", ""PSAP"", ""ARSG"", ""ACP2"", ""CD68"", ""DNASE2"", ""CTSB"", ""CTSH"", ""SGSH"", ""GNS"", ""NAPSA"", ""ACP5"", ""TCIRG1"", ""CTSA"", ""ATP6V0B"", ""NAGLU"", ""CTSL"", ""ABCA2"", ""HYAL3"", ""ARSA"", ""GALNS"", ""NAGPA"", ""FUCA1"", ""MAN2B1"", ""PLA2G15"", ""CTSG"", ""ATP6AP1"", ""ATP6V0A1"", ""CTSF"", ""LITAF"", ""NAGA"", ""MCOLN1"", ""CTSZ"", ""PPT2"", ""NPC2"", ""AP1G2"", ""CLN3"", ""CLTCL1"", ""GGA3"", ""CLTB"", ""CTSC"", ""CD63"", ""GNPTG"", ""SMPD1"", ""GGA1"", ""AP1B1"", ""LAMP3"", ""CTNS"", ""SUMF1"", ""SORT1"")"
"49","hsa04144 Endocytosis",1,1,0.0294936424723046,-0.159513383323127,-0.522325470321147,247,"c(""CBLC"", ""FGFR2"", ""DNAJC6"", ""CHMP4C"", ""PDGFRA"", ""SH3GL2"", ""HSPA1A"", ""EEA1"", ""TFRC"", ""VPS26A"", ""RNF103-CHMP3"", ""KIF5B"", ""SNX2"", ""CHMP2B"", ""EGFR"", ""FGFR3"", ""SNX3"", ""SMAP1"", ""STAM"", ""PRKCI"", ""RAB5A"", ""CAV1"", ""SNX4"", ""PLD1"", ""USP8"", ""FGFR4"", ""SNX6"", ""RAB4A"", ""RABEP1"", ""PSD3"", ""DNM3"", ""RUFY2"", ""ACTR3"", ""VPS36"", ""VPS35"", ""DAB2"", ""NEDD4"", ""RAB11FIP2"", ""SH3GLB1"", ""VTA1"", ""PARD3"", ""ZFYVE16"", ""RAB7A"", ""VPS37D"", ""CLTA"", ""TGFBR1"", ""CAPZA2"", ""ACTR2"", ""ASAP1"", ""ACTR3B"", ""WASL"", ""CAPZA1"", ""STAM2"", ""HSPA1B"", ""ARPC5"", 
""ARFGEF1"", ""CAV2"", ""RAB22A"", ""GRK3"", ""WASHC1"", ""ARF6"", ""VPS37A"")"
"50","hsa04145 Phagosome",0.0819209039548023,0.369814366424536,0.266350657088526,0.371034619842576,1.28170832830955,144,"c(""TUBB1"", ""TUBB8B"", ""LOC102723407"", ""TUBB4A"", ""OLR1"", ""THBS4"", ""FCGR3B"", ""NOS1"", ""MPO"", ""FCGR1A"", ""RAB7B"", ""TAP1"", ""MRC2"", ""HLA-DQB2"", ""HLA-G"", ""THBS1"", ""HLA-B"", ""NCF4"", ""COMP"", ""HLA-A"", ""FCAR"", ""ATP6V1G2"", ""HLA-DOB"", ""HLA-DQA1"", ""HLA-DRB1"", ""TUBB2A"", ""RILP"", ""HLA-DOA"", ""ATP6V1C2"", ""ATP6V1B1"", ""HLA-C"", ""HLA-DMA"", ""HLA-DQB1"", ""CYBA"", ""TUBB3"", ""TCIRG1"", ""HLA-DRB5"", ""FCGR3A"", ""ITGB2"", ""HLA-DRA"", ""ATP6V0B"", ""CD14"", ""HLA-F"", ""CLEC7A"", ""CTSL"", ""HLA-DPA1"", ""HLA-DPB1"")"
"51","hsa04146 Peroxisome",0.0583414886315165,0.363840340103921,0.321775918075361,-0.53141723086774,-1.54257252528532,83,"c(""HAO1"", ""AGXT"", ""XDH"", ""DAO"", ""HAO2"", ""BAAT"", ""ACOX2"", ""PIPOX"")"
"52","hsa04150 mTOR signaling pathway",1,1,0.0607719451853533,0.159510775456581,0.557332610942741,147,"c(""PRKCG"", ""CASTOR1"", ""TNF"", ""WNT5B"", ""FZD10"", ""LPIN3"", ""ATP6V1G2"", ""WNT6"", ""WNT10A"", ""ATP6V1C2"", ""ATP6V1B1"", ""AKT1S1"", ""RPS6KA1"")"
"53","hsa04151 PI3K-Akt signaling pathway",0.862666666666667,1,0.0337507376805299,-0.244837052032807,-0.826031725115681,326,"c(""PCK1"", ""G6PC1"", ""VTN"", ""CREB3L3"", ""FGF5"", ""CHRM2"", ""AREG"", ""NTF3"", ""FGFR2"", ""GYS2"", ""NGF"", ""LAMA2"", ""TNXB"", ""EPO"", ""ANGPT1"", ""C8orf44-SGK3"", ""PDGFRA"", ""COL4A6"", ""FGF10"", ""GHR"", ""ITGA9"", ""LAMA1"", ""TNN"", ""LPAR3"", ""RELN"", ""CHAD"", ""LAMB4"", ""LAMC3"", ""LAMC2"", ""PRKAA2"", ""FLT4"", ""COL9A1"", ""FGF7"", ""ITGB8"", ""SGK2"", ""CCNE2"", ""HGF"", ""GNG12"", ""GNG11"", ""EGFR"", ""HSP90AA1"", ""ITGA6"", ""IL2"", ""PTEN"", ""FGFR3"", ""LPAR6"", ""LAMA3"", ""LPAR4"", ""CDK6"", ""IGF1"", ""PDGFRB"", ""PPP2R5E"", ""PPP2CB"", ""KDR"", ""GNG8"", ""ITGB1"", ""ITGA1"", 
""PIK3CA"")"
"54","hsa04152 AMPK signaling pathway",0.0452418096723869,0.333753916845066,0.266350657088526,-0.480135814637274,-1.45757538539832,120,"c(""PCK1"", ""G6PC1"", ""HNF4A"", ""CFTR"", ""CREB3L3"", ""CIDEA"", ""GYS2"", ""ADRA1A"", ""ADIPOQ"", ""PFKFB1"", ""FBP2"", ""LEPR"", ""LEP"")"
"55","hsa04210 Apoptosis",1,1,0.0610363728309177,0.168893994199793,0.572321234107524,131,"c(""NTRK1"", ""IL3RA"", ""TNF"", ""BBC3"", ""CTSD"", ""CSF2RB"", ""CTSB"", ""CTSH"", ""BAX"", ""BCL2L1"", ""ENDOG"", ""GADD45G"", ""MAP3K14"", ""CASP10"", ""PRF1"", ""CTSL"", ""DAB2IP"", ""BIRC3"", ""TRAF2"", ""NFKBIA"", ""PIK3CD"", ""CASP9"", ""CTSF"", ""BCL2L11"", ""CTSZ"", ""DIABLO"", ""LMNA"", ""PIK3R2"", ""MAPK3"", ""GADD45B"", ""BAK1"", ""CTSC"", ""PIK3R3"", ""RELA"", ""MAP2K2"", ""FASLG"", ""TRAF1"", ""AKT2"", ""CAPN1"", ""TRADD"", ""HRK"", ""ITPR1"", ""BAD"", ""FADD"", ""PIDD1"", ""CTSK"")"
"56","hsa04211 Longevity regulating pathway",0.971854304635762,1,0.0383205781976994,-0.216257260450286,-0.62964064441988,86,"c(""CREB3L3"", ""ADIPOQ"", ""PRKAA2"", ""RB1CC1"", ""ADCY5"", ""IGF1"", ""CAMK4"", ""ADCY8"", ""PIK3CA"", ""APPL1"", ""IRS4"", ""SIRT1"", ""PIK3CB"", ""AKT3"", ""SESN1"", ""NRAS"", ""PIK3R1"", ""ATF4"", ""PRKAA1"", ""PPARG"", ""FOXO1"", ""EIF4E"", ""ADCY1"", ""KRAS"", ""IRS1"", ""ATF2"", ""PRKACB"")"
"57","hsa04213 Longevity regulating pathway - multiple species",0.905405405405405,1,0.0425023180036553,-0.243991871848466,-0.674743217431676,59,"c(""FOXA2"", ""HSPA1A"", ""PRKAA2"", ""HDAC2"", ""ADCY5"", ""IGF1"", ""ADCY8"", ""PIK3CA"", ""IRS4"", ""SIRT1"", ""PIK3CB"", ""AKT3"", ""NRAS"", ""PIK3R1"", ""PRKAA1"", ""FOXO1"", ""HSPA1B"", ""ADCY1"", ""KRAS"", ""IRS1"")"
"58","hsa04215 Apoptosis - multiple species",0.958781362007168,1,0.0425877779273254,-0.229742870625671,-0.569738170236464,31,"c(""MAPK10"", ""SEPTIN4"", ""PMAIP1"")"
"59","hsa04216 Ferroptosis",0.717948717948718,0.992593957258659,0.0536769600638126,-0.31266440474813,-0.80714879186564,40,"c(""TFRC"", ""CP"", ""SLC7A11"", ""MAP1LC3B2"", ""TF"", ""MAP1LC3C"", ""FTH1"", ""ACSL3"", ""MAP1LC3B"", ""SLC39A14"", ""VDAC2"", ""PRNP"", ""ACSL4"", ""GCLM"")"
"60","hsa04217 Necroptosis",0.818181818181818,1,0.0718276293603809,0.24479970563798,0.836241964384255,139,"c(""IFNA5"", ""PYGM"", ""H2AC14"", ""PLA2G4C"", ""H2AC25"", ""PLA2G4F"", ""TNF"", ""JAK3"", ""PLA2G4D"", ""SQSTM1"", ""STAT5A"", ""FTL"", ""PYCARD"", ""ALOX15"", ""H2AC8"", ""BAX"", ""CAMK2A"", ""CAMK2B"", ""IFNG"", ""IRF9"", ""SHARPIN"", ""STAT2"", ""TICAM1"", ""GLUL"", ""H2AC17"", ""IFNAR2"", ""BIRC3"", ""TRAF2"", ""ZBP1"", ""H2AJ"")"
"61","hsa04218 Cellular senescence",0.985875706214689,1,0.0623861492893626,0.203944107353268,0.718708710095858,152,"c(""CALML6"", ""IL6"", ""SERPINE1"", ""E2F2"", ""KIR2DL4"", ""TGFB3"", ""HLA-G"", ""MAP2K3"", ""HLA-B"", ""HLA-A"", ""SQSTM1"", ""CCND2"", ""TRPV4"", ""NFATC1"", ""CXCL8"", ""HLA-C"", ""CCND3"", ""RRAS"")"
"62","hsa04260 Cardiac muscle contraction",0.00120756444768942,0.0238493978418661,0.45505986738723,0.576267471221233,1.85477135868995,84,"c(""MYL2"", ""COX6A2"", ""CACNG7"", ""CACNG1"", ""CACNA1S"", ""SLC8A2"", ""ATP1B4"", ""MYH6"", ""TNNC1"", ""ATP2A1"", ""MYH7"", ""COX4I2"", ""TRDN"", ""COX6B2"", ""ACTC1"", ""CACNG5"", ""CACNA2D2"", ""TNNT2"")"
"63","hsa04261 Adrenergic signaling in cardiomyocytes",0.0856353591160221,0.375844076120319,0.257206466468838,0.36300067433305,1.27733353803931,149,"c(""MYL2"", ""CACNG7"", ""CACNG1"", ""CALML6"", ""CACNA1S"", ""SLC8A2"", ""ATP1B4"", ""MYH6"", ""TNNC1"", ""ATP2A1"", ""PPP2R3B"", ""MYH7"", ""ADRA1D"", ""ACTC1"", ""CACNG5"", ""CACNA2D2"", ""TNNT2"")"
"64","hsa04270 Vascular smooth muscle contraction",0.482059282371295,0.812960645251008,0.0683110858318647,-0.320683828716805,-0.973517994249245,120,"c(""PLA2G12B"", ""AGTR1"", ""PLA2G2A"", ""AGT"", ""CALCA"", ""PLA2G1B"", ""KCNMB2"", ""PLA2G5"", ""ADRA1A"", ""MYH11"", ""PPP1R14A"", ""CACNA1C"", ""MYLK"", ""GUCY1A2"", ""ROCK1"", ""PRKG1"", ""CALD1"", ""EDN1"")"
"65","hsa04310 Wnt signaling pathway",0.530791788856305,0.863635278672873,0.0972150808846466,0.270625510191062,0.956622197360395,161,"c(""PRKCG"", ""APC2"", ""APCDD1L"", ""RSPO4"", ""PRICKLE4"", ""TLE6"", ""SFRP2"", ""MMP7"", ""TPTEP2-CSNK1E"", ""CTNND2"", ""RNF43"", ""FRAT1"", ""WNT5B"", ""NKD2"", ""FZD10"", ""CER1"", ""CCND2"", ""WNT6"", ""WNT10A"", ""TLE2"", ""NFATC1"", ""FRAT2"", ""CCND3"", ""CAMK2A"", ""DKK1"", ""CAMK2B"")"
"66","hsa04330 Notch signaling pathway",0.56140350877193,0.863635278672873,0.0850427463764322,0.308919269827479,0.931201176138662,60,"c(""DLL3"", ""TLE6"", ""PTCRA"", ""TLE2"", ""JAG2"", ""LFNG"", ""NOTCH3"", ""PSENEN"", ""DTX2"", ""MAML3"", ""DTX4"", ""HES5"", ""DVL1"", ""NRARP"", ""DTX1"", ""DLL1"", ""DLL4"", ""RFNG"", ""NCOR2"", ""KAT2A"", ""APH1B"", ""ITCH"", ""HES1"")"
"67","hsa04340 Hedgehog signaling pathway",0.614213197969543,0.890327387882457,0.0605092988656667,-0.317168181212524,-0.870862021542367,54,"c(""SHH"", ""HHIP"", ""GLI1"", ""IHH"", ""GLI2"")"
"68","hsa04350 TGF-beta signaling pathway",0.0485844309331426,0.333753916845066,0.321775918075361,-0.49434573418962,-1.47388702511552,108,"c(""INHBC"", ""INHBE"", ""BMPR1B"", ""BMP5"", ""TFR2"", ""AMHR2"", ""LEFTY2"", ""DCN"", ""HAMP"", ""HJV"", ""FMOD"", ""SMAD9"", ""LTBP1"", ""BMP7"", ""TFRC"", ""ROCK1"", ""TF"", ""TGFB2"", ""NEO1"", ""ACVR2A"", ""THSD4"", ""FST"", ""LRRC32"", ""GDF6"", ""FBN1"", ""HDAC2"", ""CHRD"", ""ID4"", ""PPP2CB"", ""ACVR1C"", ""TFDP1"")"
"69","hsa04360 Axon guidance",0.878877400295421,1,0.0376923295943841,-0.242781536921291,-0.772308560369986,180,"c(""SHH"", ""BMPR1B"", ""EPHA1"", ""LRRC4C"", ""EPHA7"", ""NGEF"", ""UNC5C"", ""EPHA3"", ""UNC5A"", ""PLXNA4"", ""WNT4"", ""DPYSL5"", ""BMP7"", ""RND1"", ""ROCK1"", ""TRPC4"", ""UNC5D"", ""GNAI1"", ""NEO1"", ""ENAH"", ""CFL2"", ""SEMA3C"", ""ROBO1"", ""NTN4"")"
"70","hsa04370 VEGF signaling pathway",0.0602409638554217,0.363840340103921,0.287857117255149,0.470285275719592,1.41105352287101,57,"c(""PRKCG"", ""PLA2G4C"", ""PLA2G4F"", ""SPHK1"", ""SHC2"", ""PLA2G4D"", ""SH2D2A"", ""MAPKAPK3"", ""SPHK2"", ""SRC"", ""PIK3CD"", ""CASP9"", ""PXN"", ""PRKCB"", ""RAC3"", ""PIK3R2"", ""MAPK12"", ""MAPK3"", ""PLCG2"", ""PLA2G4B"", ""JMJD7-PLA2G4B"", ""MAPK13"", ""PIK3R3"", ""MAP2K2"", ""CDC42"")"
"71","hsa04371 Apelin signaling pathway",0.427777777777778,0.812960645251008,0.107140237276725,0.298895990661669,1.01303871774275,130,"c(""MYL2"", ""PRKAG3"", ""CALML6"", ""SLC8A2"", ""SERPINE1"", ""NOS1"", ""GNG7"", ""SPHK1"", ""KLF2"", ""ADCY2"", ""CDH1"", ""RYR1"", ""GNGT2"", ""PLAT"", ""MYLK2"", ""RRAS"")"
"72","hsa04380 Osteoclast differentiation",0.092436974789916,0.384343210968598,0.248911114434702,0.380510512504664,1.28586553827587,129,"c(""ATP2A1"", ""LILRA4"", ""FCGR3B"", ""SOCS1"", ""TNFRSF11B"", ""SOCS3"", ""FCGR1A"", ""TNF"", ""FOSB"", ""RELB"", ""NFKB2"", ""CALCR"", ""LILRA1"", ""OSCAR"", ""SPI1"", ""NCF4"", ""SQSTM1"", ""SIRPG"", ""NFATC1"", ""FOSL2"", ""CSF1R"", ""LILRB1"", ""CYBA"", ""TREM2"", ""ACP5"", ""FCGR3A"", ""IFNG"", ""IRF9"", ""STAT2"", ""MAP3K14"", ""IFNAR2"", ""JUNB"", ""LILRA5"", ""TRAF2"", ""NFKBIA"", ""PIK3CD"", ""CSF1"", ""GRB2"", ""BLNK"", ""NCF1"", ""PIK3R2"", ""TGFB1"", ""MAPK12"", ""MAPK3"", ""PLCG2"", ""MAP2K7"", ""SIRPA"", ""MAPK13"", ""PIK3R3"", ""RELA"", ""LILRA2"", ""LILRB2"", ""LILRB4"", ""TYK2"", ""AKT2"", 
""TEC"", ""IFNGR2"")"
"73","hsa04390 Hippo signaling pathway",0.981481481481482,1,0.034566432206351,-0.217515114411877,-0.675512920214404,152,"c(""AFP"", ""AREG"", ""BMPR1B"", ""BMP5"", ""SOX2"", ""WNT4"", ""GLI2"", ""BMP7"", ""WNT2"", ""WNT9B"", ""TGFB2"", ""GDF6"", ""FZD6"", ""MOB1B"", ""WNT1"", ""PPP2CB"", ""TP53BP2"", ""PRKCI"", ""FZD8"", ""ID1"", ""YWHAQ"", ""TEAD4"", ""STK3"", ""FZD1"", ""WWTR1"", ""YWHAZ"", ""BIRC5"", ""APC"", ""WNT16"", ""BMPR1A"", ""PARD3"", ""BMPR2"", ""SNAI2"", ""CTNNA3"", ""FZD3"", ""BMP4"", ""BMP2"", ""TGFBR1"", ""WNT9A"", ""PPP1CB"", ""PALS1"", ""PATJ"", ""DLG1"")"
"74","hsa04392 Hippo signaling pathway - multiple species",0.808463251670379,1,0.0605092988656667,0.284086672295408,0.747034191435876,29,"c(""TPTEP2-CSNK1E"", ""RASSF6"", ""RASSF4"", ""RASSF2"", ""LIMD1"")"
"75","hsa04510 Focal adhesion",0.641269841269841,0.904648526077098,0.0908241419007155,0.255806050543646,0.913631440498133,199,"c(""MYL2"", ""PRKCG"", ""MYL11"", ""COL6A5"", ""CAV3"", ""ITGA2B"", ""THBS4"", ""TNC"", ""MET"", ""LAMB3"", ""LAMA5"", ""SHC2"", ""THBS1"", ""ITGA3"", ""COL9A2"", ""COMP"", ""CCND2"", ""MYL5"", ""COL1A1"", ""ITGB4"", ""PAK4"", ""CCND3"", ""MYLK2"", ""SRC"", ""COL6A2"", ""ITGA7"", ""PPP1R12C"", ""FLT1"", ""EGF"", ""BIRC3"", ""VASP"", ""PDGFB"", ""TNR"", ""COL1A2"", ""PARVG"", ""COL4A5"", ""PIK3CD"", ""LAMB2"", ""COL6A1"", ""GRB2"", ""ITGB5"", ""COL9A3"", ""PXN"", ""ZYX"", ""RAPGEF1"")"
"76","hsa04512 ECM-receptor interaction",0.604304635761589,0.884075300466029,0.0602484086158019,-0.30758035491086,-0.894203090899925,85,"c(""VTN"", ""DSPP"", ""LAMA2"", ""TNXB"", ""COL4A6"", ""ITGA9"", ""LAMA1"", ""TNN"", ""RELN"", ""NPNT"", ""CHAD"", ""LAMB4"", ""LAMC3"", ""LAMC2"", ""COL9A1"", ""ITGB8"", ""ITGA6"", ""SDC1"", ""LAMA3"", ""HMMR"", ""SV2A"", ""ITGB1"", ""ITGA1"")"
"77","hsa04514 Cell adhesion molecules",0.3078125,0.711415904682738,0.0922597260527354,-0.352994384446015,-1.09171472959288,149,"c(""VTCN1"", ""CLDN3"", ""CLDN1"", ""CLDN10"", ""CLDN2"", ""CLDN11"", ""LRRC4C"", ""CLDN4"", ""PTPRD"", ""OCLN"", ""CNTN1"", ""CDH2"", ""NFASC"", ""ITGA9"", ""CLDN22"", ""CXADR"", ""CLDN16"", ""CNTNAP2"", ""ALCAM"", ""CLDN5"", ""SLITRK4"", ""SDC2"", ""NLGN4X"", ""SLITRK5"", ""NEGR1"", ""NEO1"", ""CD58"", ""ITGB8"", ""NECTIN3"")"
"78","hsa04520 Adherens junction",0.428927680798005,0.812960645251008,0.10027910675413,0.301614643683895,0.997756102403169,92,"c(""MYL2"", ""MYL11"", ""MET"", ""RADIL"", ""NECTIN2"", ""MYL5"", ""CDH1"", ""BAIAP2"")"
"79","hsa04530 Tight junction",0.157975460122699,0.509390259171153,0.135002033828631,-0.392865290451432,-1.22661025135882,158,"c(""CLDN3"", ""CLDN1"", ""CLDN10"", ""CFTR"", ""CLDN2"", ""CLDN11"", ""CLDN4"", ""MAPK10"", ""CGN"", ""MYH11"", ""CGNL1"", ""OCLN"", ""MPP4"", ""MARVELD2"", ""CLDN22"", ""CLDN16"", ""EPB41L4B"", ""RDX"", ""ROCK1"", ""CLDN5"", ""PRKAA2"", ""TJP1"", ""GATA4"")"
"80","hsa04540 Gap junction",0.584810126582278,0.871698113207547,0.0833634065110386,0.291988334634379,0.937491763902622,82,"c(""PRKCG"", ""TUBB1"", ""TUBB8B"", ""TUBB4A"", ""GRM5"", ""TUBB2A"", ""ADCY2"", ""GRM1"", ""TUBB3"", ""SRC"", ""EGF"", ""PDGFB"", ""PLCB4"", ""GRB2"", ""PLCB3"", ""CSNK1D"", ""PRKCB"", ""DRD2"", ""ADCY9"", ""TUBB2B"", ""PDGFA"", ""MAPK3"", ""TUBB4B"", ""PLCB2"", ""GNAI2"")"
"81","hsa04550 Signaling pathways regulating pluripotency of stem cells",0.14018691588785,0.479021168317904,0.14551614609036,-0.417495527436824,-1.27646430961981,130,"c(""INHBC"", ""INHBE"", ""ZIC3"", ""BMPR1B"", ""ONECUT1"", ""FGFR2"", ""LEFTY2"", ""SMAD9"", ""SOX2"", ""WNT4"", ""WNT2"", ""WNT9B"", ""DLX5"", ""LIFR"", ""ACVR2A"", ""OTX1"", ""FZD6"", ""NANOG"", ""FGFR3"", ""PAX6"", ""ID4"", ""IGF1"", ""WNT1"", ""RIF1"", ""ACVR1C"", ""FZD8"", ""PIK3CA"", ""ID1"", ""SMARCAD1"", ""FGFR4"", ""FZD1"", ""PIK3CB"", ""APC"", ""WNT16"", ""BMPR1A"", ""AKT3"", ""PCGF6"", ""IL6ST"", ""NRAS"", ""PIK3R1"", ""BMPR2"", ""FZD3"", ""ZFHX3"")"
"82","hsa04610 Complement and coagulation cascades",4.95452368177683e-09,3.9140737086037e-07,0.761460801445585,-0.81089145304089,-2.36093907776386,86,"c(""F9"", ""CFHR2"", ""C4BPA"", ""F2"", ""KNG1"", ""C8B"", ""FGA"", ""FGG"", ""C8A"", ""PLG"", ""FGB"", ""SERPIND1"", ""SERPINC1"", ""CFHR5"", ""VTN"", ""MBL2"", ""CFHR4"", ""F13B"", ""MASP2"", ""F11"", ""MASP1"", ""CPB2"", ""C4BPB"", ""F10"", ""F12"", ""C6"", ""CFHR1"", ""C9"", ""PROC"", ""C7"", ""SERPINF2"", ""CLU"", ""F5"", ""SERPINA1"", ""F2RL3"", ""CFH"")"
"83","hsa04611 Platelet activation",0.346811819595645,0.729880024520536,0.0852884689790502,-0.35379512831069,-1.07532910144197,122,"c(""F2"", ""FGA"", ""FGG"", ""FGB"")"
